m3.Al,3,0.9,5,150,40482
m3.Na,3,0.9,5,150,40482
m3.K,3,0.9,5,150,40482
m3.Mg,3,0.9,5,150,40482
m3.Ca,3,0.9,5,150,40482
pH,3,0.9,5,150,40482
Acidified.Carbon,3,0.9,5,150,40482
Total.Nitrogen,3,0.9,5,150,40482
m3.Al,3,0.99,5,150,40482
m3.Na,3,0.99,5,150,40482
m3.K,3,0.99,5,150,40482
m3.Mg,3,0.99,5,150,40482
m3.Ca,3,0.99,5,150,40482
